"Activity" "Subject" "frequencyBodyAccelerometerMagnitude-mean()" "frequencyBodyAccelerometerMagnitude-std()" "frequencyBodyAccelerometerJerkMagnitude-mean()" "frequencyBodyAccelerometerJerkMagnitude-std()" "frequencyBodyGyroscopicJerkMagnitude-mean()" "frequencyBodyGyroscopicJerkMagnitude-std()" "frequencyBodyGyroscopicMagnitude-mean()" "frequencyBodyGyroscopicMagnitude-std()" "timeBodyAccelerometerJerkMagnitude-mean()" "timeBodyAccelerometerJerkMagnitude-std()" "timeBodyAccelerometerMagnitude-mean()" "timeBodyAccelerometerMagnitude-std()" "timeBodyGyroscopicJerkMagnitude-mean()" "timeBodyGyroscopicJerkMagnitude-std()" "timeBodyGyroscopicMagnitude-mean()" "timeBodyGyroscopicMagnitude-std()" "timeGravityAccelerometerMagnitude-mean()" "timeGravityAccelerometerMagnitude-std()"
"LAYING" 13 0.174073607580645 -0.0966250701451613 -0.849879034354839 0.821472009354839 -0.295425881322581 0.0672616693709677 0.0878070038354839 -0.101835573822581 -0.154979472483871 -0.99951577983871 -0.998196081451613 -0.999498543064516 -0.999448777580645 -0.999498221935484 -0.99929805 -0.96946349 -0.999447264032258 -0.999736962096774
"WALKING" 14 0.181951030067797 -0.0829682847966102 -0.532041331864407 0.0675861296101695 0.214092533040678 0.121455208377966 0.0610167710525424 -0.110656054802153 -0.436293471186441 -0.92984651440678 -0.816145019152542 -0.752272943389831 -0.763800112033898 -0.725570939661017 -0.856788668983051 -0.508595851864407 -0.960853887118644 -0.938874305762712
"WALKING_UPSTAIRS" 14 0.213200081081481 -0.123499570044444 -0.329199510444444 -0.293866633877778 0.237289513074074 0.110475851366296 -0.0529054615622222 -0.128266667862963 -0.385332970555556 -0.859599408518518 -0.754723952037037 -0.810368887592593 -0.748093258148148 -0.518282320975926 -0.775942617037037 -0.441048358648148 -0.969365353148148 -0.902893912037037
"WALKING_DOWNSTAIRS" 14 0.0421960234044444 -0.0945288409066667 -0.395758679555556 -0.1544809672 0.291692788422222 0.102888857933333 -0.0395897073955556 -0.108620377713333 -0.541922278444444 -0.654841964955556 -0.470890110222222 -0.1835045946 -0.254298631282222 -0.409558158686667 -0.557902860333333 -0.295315541666667 -0.919255312444444 -0.912439522888889
"SITTING" 14 0.199933242359259 -0.0713478280925926 -0.881182578703704 0.801757537407407 -0.50303361037037 0.291873229733333 0.153665341055556 -0.0921614578888889 -0.541353454685185 -0.999494592592593 -0.998769359259259 -0.998152113333333 -0.99847994462963 -0.998731337962963 -0.99912499462963 -0.978577117592593 -0.999801772407407 -0.999905211666667
"STANDING" 14 0.27215954058 -0.05581088271 -0.8473100125 0.786349136666667 -0.196241532095 0.262724080883333 0.168182532933333 -0.100718458866667 -0.311892061185 -0.9994406835 -0.999122457333333 -0.998785887666667 -0.998615611666667 -0.997689332333333 -0.998227901666667 -0.957111767 -0.998884205333333 -0.999324412333333
"LAYING" 14 0.244657725705882 -0.153423807745098 -0.825371451764706 0.808216544901961 -0.12738145554902 0.210967790490196 0.203617545 -0.105446637019608 -0.350957805215686 -0.997913713137255 -0.978565353529412 -0.998281551372549 -0.998462271960784 -0.997382645294118 -0.997609275098039 -0.949959040588235 -0.999334848823529 -0.999279059019608
"WALKING" 15 0.277639415196296 -0.06124278833 -0.412921086111111 0.378483093518519 0.18676979 0.243882316112963 -0.221013774833333 -0.0776692754648148 -0.732416833518518 -0.860838721296296 -0.765615469814815 -0.388353089957407 -0.495869726296296 -0.899111784074074 -0.929981515925926 -0.253399360296296 -0.912589444814815 -0.985466651111111
"WALKING_UPSTAIRS" 15 -0.05406224783125 -0.154721289270833 -0.298504329333333 0.44144932 0.185266588920833 0.214557966829167 -0.0404138010291667 -0.144485986527083 -0.239480589020833 -0.711144673958333 -0.511750464791667 -0.734220162083333 -0.734817102083333 -0.952063275416667 -0.956125229375 -0.361096856875 -0.959055245416667 -0.984333300416667
"WALKING_DOWNSTAIRS" 15 0.298406012780952 -0.0346755727619048 -0.38071205752381 0.256206245761905 0.00218268579047619 0.134278391440476 -0.133948364461905 -0.0482532079928571 -0.846725630238095 -0.61010967047619 0.0146974444119048 -0.450297385952381 -0.421951168857143 -0.801205636904762 -0.743760178690476 -0.22735956545 -0.913450087619048 -0.950198111904762
"SITTING" 15 0.192422360576271 -0.0803428762830509 -0.881108241525424 0.806127077288136 -0.622353830237288 0.246450876811864 0.15961594758983 -0.0953649067966102 -0.465454472779661 -0.999756083559322 -0.999636947288136 -0.997958984576271 -0.999439057288136 -0.999613150677966 -0.999430649322034 -0.986152580338983 -0.999885627627119 -0.999926017627119
"STANDING" 15 0.141957768971698 -0.0659637517169811 -0.845120456981132 0.802054756603774 -0.252912018050943 0.204058827830189 0.127014161939623 -0.101358786226415 -0.464413649471698 -0.999618148679245 -0.999789166792453 -0.999054422830189 -0.998985386792453 -0.999595086415094 -0.998851599811321 -0.950380286226415 -0.999445723207547 -0.999890350188679
"LAYING" 15 0.232462204418056 -0.0619700871944444 -0.837053804583333 0.806702938194444 -0.319993123305556 0.224030254281944 0.151239815747639 -0.102266714236111 -0.45493114675 -0.999221709027778 -0.998569024444444 -0.998772953472222 -0.998609893055556 -0.998776906111111 -0.998945267916667 -0.955413596111111 -0.99956704875 -0.999532495138889
"WALKING" 16 -0.0186075430588235 -0.0695955689607843 -0.603474092745098 0.398906442352941 0.220010722007843 0.129973210058824 -0.378532038705882 -0.110917348282353 -0.613356830392157 -0.741997083921569 -0.817407627058824 -0.834136194705882 -0.815744531960784 -0.754082784313725 -0.876877976666667 -0.59574648627451 -0.974260190588235 -0.969748360588235
"WALKING_UPSTAIRS" 16 0.123212207184706 -0.0486136789705882 -0.408979478117647 0.386723584196078 0.216610386196078 0.215974185562745 -0.19844474962549 -0.140908293613922 -0.408771410980392 -0.910714745686275 -0.812224670980392 -0.822994458627451 -0.801491594705882 -0.843584048235294 -0.917261614117647 -0.53239971627451 -0.982513619803922 -0.984084214901961
"WALKING_DOWNSTAIRS" 16 0.0548550605276596 -0.068264792706383 -0.454484779787234 0.419505364893617 0.21782061429617 0.224792776293617 -0.130536754655319 -0.103904044543617 -0.651636550425532 -0.798505492978723 -0.245044147593617 -0.739175672978723 -0.696355297446808 -0.562052849787234 -0.793805812340426 -0.420844008625532 -0.957436890212766 -0.956175923404255
"SITTING" 16 0.134113314608696 -0.0574525433043478 -0.87929896 0.802392554347826 -0.546371995246377 0.215298183466667 0.16404736514913 -0.0957204520289855 -0.467327620302899 -0.99970910826087 -0.999044536231884 -0.999162888115942 -0.999416526521739 -0.998951472173913 -0.999097414782609 -0.978632856956522 -0.999757705797101 -0.999842155942029
"STANDING" 16 0.147160863942308 -0.068667733 -0.869294304871795 0.81736089025641 -0.393435759435897 0.192886565385897 0.113675068125641 -0.100107332602564 -0.42139037488718 -0.999789426282051 -0.99956135474359 -0.999545163589744 -0.999512937692308 -0.99962094051282 -0.999428416538462 -0.973157351666667 -0.99974212974359 -0.999963577564103
"LAYING" 16 0.205137778421429 -0.113675060885714 -0.861916189142857 0.825135805142857 -0.321771595314286 0.101219580951429 0.153160642428571 -0.1022095722 -0.25348313256 -0.999786012857143 -0.999019912285714 -0.999608870428571 -0.999661880285714 -0.999565835571429 -0.999322672 -0.975892407428571 -0.999755685857143 -0.999936473571429
"WALKING" 17 0.0377540918137705 -0.0839773343770492 -0.503150499016393 0.364338529672131 0.177853871392131 -0.0244699090196721 -0.477996152295082 -0.109959237927869 -0.482539139098361 -0.721439840983607 -0.759790033934426 -0.767901462622951 -0.510995986885246 -0.818479673114754 -0.907886425573771 -0.40771670852459 -0.919466192295082 -0.895381619672131
"WALKING_UPSTAIRS" 17 0.10645089685 -0.0548455941370417 -0.398922355708333 0.268719658441667 0.0155143914583333 -0.0521266545229167 -0.219965808016667 -0.142655397660417 -0.4766180240625 -0.860996871458333 -0.546003052708333 -0.84592219125 -0.755753395208333 -0.876739031458333 -0.946482398541667 -0.416223018291667 -0.947481344791667 -0.961729125833333
"WALKING_DOWNSTAIRS" 17 -0.0258384134478261 -0.123517195928261 -0.367826389 0.405383133478261 0.302457480586957 0.00876383959304348 -0.280200856826087 -0.1077700285 -0.623030696913043 -0.783124977608696 -0.26951579023913 -0.782546215652174 -0.702415578043478 -0.792373022608696 -0.910482177173913 -0.316412962967391 -0.945812495 -0.924004076956522
"SITTING" 17 0.24498415553125 -0.0669245931234375 -0.887030404375 0.81626151375 -0.672873610523438 0.260023057171875 0.222981445942187 -0.094247696875 -0.442649998248437 -0.99986445859375 -0.999906045 -0.99966107546875 -0.99979448171875 -0.99969757546875 -0.99951252171875 -0.98841106765625 -0.99990635015625 -0.9999620359375
"STANDING" 17 0.169433671564103 -0.0770632126371795 -0.868953446282051 0.820776891538462 -0.426353077397436 0.183623204273077 0.162165749048718 -0.101289168653846 -0.358229277729487 -0.999764546410256 -0.999706418846154 -0.999697738205128 -0.999699503461538 -0.999740130897436 -0.999488571923077 -0.980696264102564 -0.999688809230769 -0.999955426282051
"LAYING" 17 0.265483887485916 -0.0944580192535211 -0.86009790915493 0.821251680140845 -0.383685249940845 0.20374416295493 0.27429775184507 -0.102049763957746 -0.287390257253521 -0.998967127183099 -0.998067927464789 -0.998770043098592 -0.998893915492958 -0.998886337464789 -0.998878983239437 -0.971949211126761 -0.999435747183099 -0.999645236338028
"WALKING" 18 -0.0939658900267857 -0.0613727362975 -0.641675256607143 0.432570164285714 0.100331991623214 0.0824168582767857 -0.222057042066429 -0.0966435295642857 -0.528454560357143 -0.825299019107143 -0.799634747857143 -0.845539159107143 -0.751212850535714 -0.929008189107143 -0.931820355535714 -0.609673434464286 -0.945695483392857 -0.969699384821429
"WALKING_UPSTAIRS" 18 -0.101819560262069 -0.0526133819862069 -0.525485223275862 0.427990929517241 -0.0933422435586207 -0.0486952022710862 -0.09432808875 -0.0899953036658621 -0.202280492881034 -0.937921017586207 -0.801069792758621 -0.929449579137931 -0.893159986206897 -0.951656728793103 -0.953631635862069 -0.59232371 -0.98114276862069 -0.991515083965517
"WALKING_DOWNSTAIRS" 18 -0.0232193669418182 -0.0636214336761818 -0.533513433090909 0.440326244 0.162148054637818 0.0577378305454545 -0.229512208856364 -0.0836566573181818 -0.316966381545455 -0.846782399090909 -0.748231338727273 -0.872422361090909 -0.826051895272727 -0.910864074181818 -0.946120269818182 -0.489232274509091 -0.968461685636364 -0.978871208909091
"SITTING" 18 0.20704998322807 -0.0685796341105263 -0.883929211052632 0.817805300877193 -0.599959236140351 0.247482470608772 0.158330262468421 -0.0954723233684211 -0.573837909401754 -0.999855778421053 -0.99994976 -0.999797124736842 -0.999714892105263 -0.999687909122807 -0.999555989824561 -0.989961500350877 -0.999920416666667 -0.999977292982456
"STANDING" 18 0.187430049116575 -0.0732260127945206 -0.858845554109589 0.81085050890411 -0.23462658899863 0.233599028739726 0.274484824561644 -0.0987174024657534 -0.236673939312329 -0.999765623835616 -0.999905152054795 -0.999306000821918 -0.999301640684932 -0.999609354109589 -0.999472061232877 -0.964428926438356 -0.999813007534247 -0.999958354383562
"LAYING" 18 0.297974905169231 -0.0837587308153846 -0.879862134 0.824420760769231 -0.554969189692308 0.267881671184615 0.207628160667692 -0.0997154236307692 -0.618503813846154 -0.999632038 -0.999724139846154 -0.999859425692308 -0.999767847076923 -0.999716571076923 -0.999508296615385 -0.992436927692308 -0.999964183846154 -0.999939646307692
"WALKING" 19 -0.00252332724288461 -0.0751569333730769 0.00352700535153846 0.109228959269231 -0.00139830981057692 -0.000168073494230771 -0.282356510196731 -0.0832353261384615 -0.775595528846154 -0.305453060261538 -0.543367447307692 -0.381753823019231 -0.349941881961538 -0.770610320192308 -0.659090097884615 0.228142361865385 -0.632620338307692 -0.808509387307692
"WALKING_UPSTAIRS" 19 0.02929304354 -0.134514320575 -0.3138860429 0.1439694391575 0.2021236157 0.2608983933275 -0.028452874 -0.1018063044 -0.701810817725 -0.74543281775 -0.61218954225 -0.701476329 -0.470491240975 -0.8130588675 -0.81576577675 -0.194485509535 -0.82427199825 -0.89803566
"WALKING_DOWNSTAIRS" 19 0.118835683589744 0.0274707556666667 0.0473083896564103 0.0267739518461538 -0.121269119969231 0.136700909641026 -0.0901944133417949 -0.0337429578461538 -0.868887786410256 -0.136095999487179 0.353345998102564 -0.0524499388771795 0.0477637763076923 -0.425913497358974 -0.444935214487179 0.474962448333333 -0.569673677435897 -0.711537481846154
"SITTING" 19 0.081759943760274 -0.0520207886438356 -0.870445590684932 0.804098911917808 -0.432407351986301 0.229415555986301 0.144376379631644 -0.100986131452055 -0.272332010863014 -0.999700796575342 -0.999314987123288 -0.999483168630137 -0.999505390136986 -0.999567775616438 -0.999191221780822 -0.981743664931507 -0.999875586575342 -0.999910140958904
"STANDING" 19 0.1515779332 -0.0631429827260274 -0.837681877123288 0.79943024890411 -0.200682259254795 0.23646941239726 0.184104670328767 -0.0990467890520548 -0.317787049339726 -0.999532600273973 -0.999861916164384 -0.999200571643836 -0.998941770410959 -0.999607162876712 -0.99926101260274 -0.947865639178082 -0.99937442890411 -0.999937440821918
"LAYING" 19 0.271378884398795 -0.0952628014096386 -0.87123761253012 0.819240133855422 -0.396100358542169 0.0822711618851807 0.126301951855422 -0.0956018266746988 -0.754747764289157 -0.999508334578313 -0.998583207349398 -0.99965477313253 -0.999466360481928 -0.999683958795181 -0.999469148674699 -0.974196217590361 -0.99909818686747 -0.999873497349398
"WALKING" 20 0.0758982507137255 -0.074105054612549 -0.233988722627451 0.0464468414901961 0.115911860619608 0.00785031801196078 0.0713159803901961 -0.0679992365372549 -0.526869887529412 -0.41406541145098 -0.68092887372549 -0.228423392627451 -0.075960016654902 -0.789807482941176 -0.818317379607843 -0.0936248686019608 -0.793996995686274 -0.705724569803922
"WALKING_UPSTAIRS" 20 0.401088240009804 -0.174650964745098 -0.348337097901961 0.133651123392157 0.159654709647059 0.318392955745098 -0.138555692319608 -0.148389168870392 -0.641091177058824 -0.765380832352941 -0.593973278431373 -0.726897797843137 -0.667485176862745 -0.657074608627451 -0.901849368627451 -0.372684353921569 -0.942232684117647 -0.892868871960784
"WALKING_DOWNSTAIRS" 20 0.272754899137778 0.0139023395111111 -0.213141896444444 -0.4033401858 0.0240301678622222 -0.0562864813355556 0.00139925586666666 -0.0452503065777778 -0.814005708666667 -0.614681141533333 -0.400911051555556 -0.131759377375556 -0.00732491303111111 -0.521217420444444 -0.851206062888889 -0.0629572600911111 -0.888119252 -0.832236471111111
"SITTING" 20 0.203031905657576 -0.0650689347121212 -0.87078318469697 0.78889831030303 -0.444003749857576 0.257759438742424 0.0450973850712121 -0.0959970816060606 -0.427498665689394 -0.999368961818182 -0.99947257530303 -0.998453142727273 -0.998829991060606 -0.998644682727273 -0.999060955151515 -0.969913284393939 -0.999471495606061 -0.999592705757576
"STANDING" 20 0.186925027753425 -0.0698308923617808 -0.785577520958904 0.753968382739726 -0.0036718133260274 0.185735826424658 0.107274482673973 -0.102049132684932 -0.415605423632877 -0.997651442328767 -0.998647221643836 -0.997644028356164 -0.996438265616438 -0.997484750958904 -0.997002463013699 -0.881019424794521 -0.99648430739726 -0.998156370136986
"LAYING" 20 0.250027738269118 -0.0954899626029412 -0.869964813235294 0.821328815588235 -0.483108087573529 0.248663865455882 0.176608524257353 -0.0995033069117647 -0.688402463588235 -0.998969798235294 -0.992824243382353 -0.999360318382353 -0.999191247794118 -0.999378302794118 -0.998794373382353 -0.982619403529412 -0.999874283676471 -0.999600131323529
"WALKING" 21 -0.0741482672903846 -0.0590294439942308 -0.311923668269231 0.374380855384615 0.120496891019231 -0.00341333714038461 -0.269997723596154 -0.0868767709153846 -0.354003585211538 -0.410672648346154 -0.748824922692308 -0.631234232115385 -0.482676761153846 -0.705541775 -0.841062380576923 -0.246657382884615 -0.843092689807692 -0.884594934807692
"WALKING_UPSTAIRS" 21 -0.0363280055297872 -0.155622431382979 -0.414266671148936 0.110807170017021 0.231312185917021 -0.0692521657659574 -0.438689951361702 -0.144351492595745 -0.647686519148936 -0.866746404893617 -0.703600668297872 -0.780519277659575 -0.678808156382979 -0.845860483191489 -0.883505421702128 -0.446974007021277 -0.91432114212766 -0.959816994255319
"WALKING_DOWNSTAIRS" 21 0.259318702555556 0.0162145300888889 -0.452466632888889 0.327184210355556 0.0521876392222222 0.0926408650533333 -0.155885093971111 -0.0726461849022222 -0.845244371777778 -0.622504391111111 -0.231192503288889 -0.594324194888889 -0.522441589111111 -0.428608284390667 -0.721310058222222 -0.366748752888889 -0.938785516666667 -0.885840556222222
"SITTING" 21 0.228168755178824 -0.0653077503317647 -0.872323343882353 0.812946968705882 -0.451365539352941 0.14865622732 0.129154380218824 -0.101114775129412 -0.500733729976471 -0.999846560588235 -0.999877656705882 -0.999514369882353 -0.999487341882353 -0.999441606 -0.999274186705882 -0.984893559764706 -0.999859962 -0.999944936470588
"STANDING" 21 0.244654027488764 -0.0738115865407865 -0.847717516292135 0.798224920674157 -0.267212682797753 0.156836449942697 0.101109109691798 -0.103199796370787 -0.506735223380899 -0.999158621235955 -0.999486515168539 -0.998289211011236 -0.998436417640449 -0.998557047865169 -0.998731721797753 -0.956989964269663 -0.998737239438202 -0.999643295505618
"LAYING" 21 0.180955706994444 -0.113800486377778 -0.868181235444444 0.821695331 -0.352342358228889 0.285076072833333 0.141608229147556 -0.0964118375066667 -0.0704633899444445 -0.999047457444444 -0.997154067666667 -0.998638458 -0.998295810555556 -0.998861631333333 -0.999053273888889 -0.973410473 -0.999599807555556 -0.999685154444445
"WALKING" 22 -0.0209552496640435 -0.0960880731804348 -0.36837252673913 0.030259297973913 0.275224595326087 0.0826555253652174 -0.323588971282609 -0.132977562363043 -0.53657821 -0.529842972391304 -0.509356125217391 -0.715449232608696 -0.37286192826087 -0.751818533695652 -0.740215369782609 -0.144648652152174 -0.777296922826087 -0.979100547608696
"WALKING_UPSTAIRS" 22 -0.202404081026667 -0.181458414495238 -0.161121251457143 0.256357449904762 0.11499567072381 0.136065080814286 -0.19412885702381 -0.148450080695476 -0.545119365 -0.52201394452381 -0.409988585 -0.710812499047619 -0.557532379761905 -0.81435330547619 -0.792271032857143 -0.19545699252381 -0.891368062857143 -0.977504554761905
"WALKING_DOWNSTAIRS" 22 0.198810845861111 -0.0697154455833333 -0.221249378305556 0.230892718888889 0.0387420281944444 0.0625811838166667 -0.187202989605556 -0.0901744530194444 -0.811529028333333 -0.7185891125 -0.0773967348361111 -0.544985437638889 -0.4590724275 -0.722153611666667 -0.804321696388889 -0.0954349339722222 -0.830851413333333 -0.962264059444444
"SITTING" 22 0.132545074709677 -0.0793617444354839 -0.873002398548387 0.784144502096774 -0.500722298859677 0.142675945295161 0.0814199100967742 -0.0986493161935484 -0.120149591074194 -0.999532281451613 -0.999340437580645 -0.998606963709677 -0.998431950967742 -0.99893726483871 -0.998846255645161 -0.977266731129032 -0.999694887903226 -0.999842519516129
"STANDING" 22 0.131462382946032 -0.0690067688269841 -0.808112034444444 0.792394763650794 -0.0840753659580952 0.114186058809524 0.135443940665079 -0.0975013472380952 -0.324059502180952 -0.997925037619048 -0.999592354126984 -0.997142317936508 -0.997218101587302 -0.999208491904762 -0.998529444444444 -0.917018098571429 -0.998161098888889 -0.999714565079365
"LAYING" 22 0.272052349416667 -0.09257231175 -0.839905271388889 0.808173962222222 -0.406411587375 0.259513255736111 0.154644577083333 -0.100203934722222 -0.652039148013889 -0.9979257 -0.994519274027778 -0.9966501975 -0.996625224861111 -0.997481127222222 -0.997950844305556 -0.95336692 -0.998896131527778 -0.999547913611111
"WALKING" 23 0.358370622135593 -0.0640197920966102 -0.414227548983051 0.208237249118644 0.0782029537457627 0.0198974449372881 -0.233402622551017 -0.0578128239067797 -0.734859165084746 -0.404794709508475 -0.757944419661017 -0.805129351864407 -0.509769341016949 -0.226979546877966 -0.668733461601695 -0.337619203050847 -0.881129119322034 0.0386353061050847
"WALKING_UPSTAIRS" 23 -0.157612158558824 -0.111564389137255 -0.360634825588235 0.125525665647059 0.257739204396078 0.0359003901156863 -0.0921035001764706 -0.109913094117647 -0.531301255294118 -0.827350249411765 -0.704573815490196 -0.816150955686274 -0.759262155294118 -0.774101160196078 -0.842020245490196 -0.430239229235294 -0.922828453333333 -0.918544014705882
"WALKING_DOWNSTAIRS" 23 0.209676086851852 -0.0853077464277778 -0.38091400962963 0.242659454222222 0.149134708168519 0.0853552686037037 -0.131494749148148 -0.117725824412963 -0.867779391851852 -0.153464367351852 -0.44448486537037 -0.733165943333333 -0.626597338888889 -0.155859523916667 -0.434689423666667 -0.214730713222222 -0.77288759 -0.532973559388889
"SITTING" 23 0.0949255858044118 -0.0684325551029412 -0.882396763823529 0.794684767794118 -0.561870380727941 0.0520456051470588 0.176396834455882 -0.0967422192647059 -0.302838762907353 -0.999541260882353 -0.999750274558823 -0.999122696470588 -0.999250102941176 -0.999137821176471 -0.998648440294118 -0.977149986617647 -0.999727309411765 -0.999804182058823
"STANDING" 23 0.140741266739706 -0.0652264793213235 -0.847032528088235 0.803114957794118 -0.228707562876176 0.142296242761765 0.132539087076471 -0.0981481050441177 -0.437150990904412 -0.999575577205882 -0.999709214558824 -0.999393381617647 -0.999386013970588 -0.998347047352941 -0.9985595425 -0.947510436323529 -0.999488132794118 -0.999705406176471
"LAYING" 23 0.187468379351389 -0.105052917 -0.863448508194444 0.830051424444444 -0.276011688916667 0.0392237417243472 0.197667007484722 -0.102024922819444 -0.509390178697222 -0.999549318472222 -0.997572234444444 -0.999854975694444 -0.999829139166667 -0.999684123611111 -0.998970681111111 -0.979676078055556 -0.999646220416667 -0.999834236111111
"WALKING" 24 0.125389639753448 -0.0658435879913793 -0.497683163103448 0.391458126034483 0.0929496445517241 0.141979594153448 -0.238880691182759 -0.0625311679982759 -0.682613160517241 -0.827296161034483 -0.855646347931034 -0.797890589310345 -0.707111322758621 -0.770430707241379 -0.884603718793103 -0.468295081206897 -0.950299633448276 -0.876434965172414
"WALKING_UPSTAIRS" 24 0.0956553337762712 -0.105932947294915 -0.481656875423729 0.247873358135593 0.255382880459322 -0.0837248616118644 -0.116697586208475 -0.146800845605424 -0.718953751694915 -0.923141975084746 -0.778438439322034 -0.885610897966102 -0.864814292033898 -0.75168589440678 -0.895638915084746 -0.503188684915254 -0.952509392542373 -0.956551070847458
"WALKING_DOWNSTAIRS" 24 0.241066631994545 -0.0542300245127273 -0.4052712224 0.332934954552727 0.107361486010909 0.151301048750909 -0.0509800769509091 -0.0914145014654545 -0.907419467818182 -0.878566277090909 -0.565507703272727 -0.691860758363636 -0.591406915272727 -0.5052132698 -0.806082978727273 -0.272469211854545 -0.881299379454546 -0.937946669636364
"SITTING" 24 0.0948653991558824 -0.0750132697044118 -0.881210615588235 0.809918225588235 -0.501613710132353 0.101542109655882 0.0696166138220588 -0.0951782658382353 -0.443298689426471 -0.999728554264706 -0.999866968823529 -0.999510513823529 -0.999524397794118 -0.999445518235294 -0.999316247058823 -0.985676523823529 -0.999882094558823 -0.999941338676471
"STANDING" 24 0.217786710843478 -0.0692546674492754 -0.850683767391304 0.802804593188406 -0.222512077357971 0.0634433386197101 0.121943720050725 -0.0991947719855072 -0.094035184826087 -0.999252712463768 -0.999761252753623 -0.999121694927536 -0.998812376231884 -0.998983111304348 -0.998555411884058 -0.958540187246377 -0.999131170869565 -0.999682790289855
"LAYING" 24 0.289146744069444 -0.0955538053611111 -0.860582455833333 0.8283496625 -0.346013661041667 0.152654280440417 0.208147316930556 -0.102813809652778 -0.509966017351389 -0.999482670694444 -0.998617423333333 -0.999719238888889 -0.999669075555556 -0.999442303055556 -0.998941163888889 -0.976570564027778 -0.999662569027778 -0.999527379444444
"WALKING" 25 0.0570154227702703 -0.0820768065347297 -0.398635807702703 0.51628411472973 0.159379500081081 0.231856453421622 -0.0724903915972973 -0.102377269321622 -0.534037046081081 -0.892095404324324 -0.915130911351351 -0.751295882972973 -0.766855309594595 -0.897817439054054 -0.952916323243243 -0.411909719594595 -0.973794406756757 -0.990588444594595
"WALKING_UPSTAIRS" 25 -0.0241942667641538 -0.109437658104615 -0.388804185457538 0.495767368923077 0.0868312928307692 -0.0255806727023077 -0.00365294775230769 -0.126481161061538 -0.0625951387726154 -0.947969303692308 -0.847388233538461 -0.928035314615385 -0.915436963692308 -0.966910218 -0.979815734461538 -0.476144998846154 -0.974400691076923 -0.993621596615385
"WALKING_DOWNSTAIRS" 25 0.135714094967241 -0.101115076366897 -0.297686081758621 0.368001678103448 0.15123077924 0.131583297 -0.0510339763844828 -0.127952445399655 -0.366994214494655 -0.909154061034483 -0.708946654482759 -0.743708059310345 -0.758638156034483 -0.902264888793103 -0.956504648448276 -0.217799723931034 -0.941680295689655 -0.991230731551724
"SITTING" 25 0.239134813430769 -0.0748002714615385 -0.882119710307692 0.813921781384615 -0.608839403384615 0.217251652913231 0.146659064278462 -0.0954801379692308 -0.356877026507692 -0.999806678769231 -0.999813511846154 -0.999147038307692 -0.999578569076923 -0.999663969076923 -0.999412303692308 -0.988002552461538 -0.999919550615385 -0.999962186769231
"STANDING" 25 0.247443245682838 -0.0698876853378378 -0.86006168027027 0.806058630945946 -0.279648719472973 0.187934462993243 0.228480285824324 -0.100473697756757 -0.562519746972973 -0.999733847432432 -0.999879915540541 -0.999300743648649 -0.999140191756757 -0.999416628243243 -0.999263292972973 -0.96807852527027 -0.999636211756757 -0.999779302837838
"LAYING" 25 0.0240628673767123 -0.0716401726150685 -0.787292064383562 0.788428762465753 -0.0507805351232877 0.0874677991054795 0.168963885309589 -0.101646999342466 -0.109273265972603 -0.998430878219178 -0.990796838356164 -0.993237989178082 -0.997263833013699 -0.998762401232877 -0.997981686712329 -0.890517539315068 -0.997533319041096 -0.999614649863014
"WALKING" 26 0.0681348568966102 -0.0841507651508475 -0.430209184915254 0.351251387966102 0.221664841015593 0.162938577237288 -0.271736291388136 -0.099411456038983 -0.826862177118644 -0.732876823050847 -0.773034344067797 -0.787969278135593 -0.693535370338983 -0.713224310847458 -0.845975028813559 -0.368112905762712 -0.924113045254237 -0.93754396440678
"WALKING_UPSTAIRS" 26 0.0641665363150909 -0.0657601804418182 -0.450930926545455 0.263421308727273 0.0272422792181818 0.0599158859481818 -0.284231168436364 -0.0975590199454545 -0.570004721272727 -0.800566047272727 -0.647002717272727 -0.849312278727273 -0.792549251818182 -0.911309888545455 -0.951967487636364 -0.427686570727273 -0.908705133090909 -0.975945745272727
"WALKING_DOWNSTAIRS" 26 0.221783927964 -0.1003822042168 -0.209719600042 0.2611641838 0.11349700918 0.0770279694856 0.091989492816 -0.0992465275036 -0.8860872172 -0.7842790198 -0.28608058074 -0.501125016862 -0.49509950517 -0.6191464072 -0.8383370926 -0.12591815458 -0.8781303644 -0.9346065914
"SITTING" 26 0.150648609782051 -0.0840648503320513 -0.885764120641026 0.805261784871795 -0.626856609512821 0.253990625055128 0.158491809966538 -0.095984817 -0.295205234102564 -0.999643484487179 -0.998392600641026 -0.998920199615385 -0.999683712307692 -0.999711972948718 -0.999462396923077 -0.990144882307692 -0.999932293589744 -0.999977556923077
"STANDING" 26 0.261243917040541 -0.0731385762635135 -0.856224645135135 0.806370738513513 -0.329982845680689 0.210547516486486 0.174303297166216 -0.100355997108108 -0.407303206036487 -0.999763137432432 -0.99988636472973 -0.999201428108108 -0.999226448243243 -0.99948789027027 -0.999362641216216 -0.969364268513514 -0.999560886081081 -0.999895813783784
"LAYING" 26 0.280272795118421 -0.0903229228815789 -0.873946956578947 0.8353285925 -0.474416586092105 0.2376208491 0.209850660823684 -0.100368640868421 -0.805776388986842 -0.999157262368421 -0.996897538947368 -0.999745895131579 -0.999730679342105 -0.999652863947368 -0.999425725131579 -0.988386324868421 -0.999895776973684 -0.999945422763158
